-10.0,-20.0,5.0,0.0039293007
-9.921363,-19.999691,5.0,0.0039293007
-9.8427305,-19.998764,5.0,0.011788132
-9.764108,-19.997217,5.0,0.019671898
-9.685499,-19.995052,5.0,0.02753256
-9.606911,-19.992271,5.0,0.035371013
-9.528346,-19.98887,5.0,0.043259677
-9.449811,-19.984854,5.0,0.051103007
-9.37131,-19.980217,5.0,0.05899795
-9.292848,-19.974966,5.0,0.06682309
-9.214429,-19.969095,5.0,0.074725606
-9.136059,-19.96261,5.0,0.082560115
-9.057742,-19.95551,5.0,0.09042383
-8.979485,-19.94779,5.0,0.098318316
-8.901289,-19.939459,5.0,0.10614395
-8.823162,-19.930511,5.0,0.11402679
-8.745108,-19.92095,5.0,0.121891074
-8.66713,-19.910774,5.0,0.12976266
-8.589236,-19.899986,5.0,0.13761964
-8.511429,-19.888588,5.0,0.14545928
-8.433714,-19.876575,5.0,0.15335745
-8.356095,-19.863953,5.0,0.16121505
-8.278579,-19.850721,5.0,0.16906041
-8.201168,-19.83688,5.0,0.17693782
-8.12387,-19.82243,5.0,0.18480633
-8.046686,-19.807373,5.0,0.19265547
-7.9696245,-19.79171,5.0,0.20052315
-7.892688,-19.77544,5.0,0.20839813
-7.8158817,-19.758566,5.0,0.21626438
-7.7392106,-19.741089,5.0,0.2241187
-7.662679,-19.723011,5.0,0.23196286
-7.5862923,-19.70433,5.0,0.23984456
-7.5100546,-19.68505,5.0,0.24771702
-7.433971,-19.665169,5.0,0.25558087
-7.358046,-19.644691,5.0,0.2634366
-7.2822843,-19.623617,5.0,0.27130648
-7.206691,-19.60195,5.0,0.27914757
-7.13127,-19.579687,5.0,0.28702703
-7.056027,-19.556831,5.0,0.2949021
-6.9809656,-19.533384,5.0,0.30276802
-6.9060907,-19.50935,5.0,0.31060573
-6.8314075,-19.484726,5.0,0.31848693
-6.7569203,-19.459515,5.0,0.32636216
-6.6826334,-19.43372,5.0,0.33420894
-6.6085515,-19.407341,5.0,0.3420756
-6.53468,-19.38038,5.0,0.3499418
-6.461022,-19.35284,5.0,0.3577998
-6.3875833,-19.324722,5.0,0.36566055
-6.314368,-19.296026,5.0,0.37353864
-6.24138,-19.266756,5.0,0.38139367
-6.1686254,-19.236914,5.0,0.38924882
-6.0961075,-19.2065,5.0,0.39712474
-6.0238304,-19.175514,5.0,0.40499687
-5.9518,-19.143965,5.0,0.41283092
